id,documento_id,documento_relacionado_id,indicador,estado,fecha_creacion,usuario_creacion
1917,10147,10146,1,1,"2018-06-01 11:49:06",10
1918,10150,10149,1,1,"2018-06-01 12:15:46",10
1919,10165,10166,1,1,"2018-06-01 14:03:26",10
1920,10184,10021,1,1,"2018-06-01 17:39:01",22
1921,10022,10183,1,1,"2018-06-01 17:39:01",22
1922,10022,10184,1,1,"2018-06-01 17:39:01",22
1923,10187,10188,1,1,"2018-06-01 18:00:10",22
1924,10109,10207,1,1,"2018-06-01 18:42:20",8
1925,10215,10214,1,1,"2018-06-01 19:39:36",8
1926,10217,10216,1,1,"2018-06-01 19:42:17",8
1927,10226,10227,1,1,"2018-06-01 20:30:38",18
1928,10234,10233,1,1,"2018-06-01 21:24:28",8
1929,10235,10236,1,1,"2018-06-01 21:30:55",8
1930,10250,10249,1,1,"2018-06-02 12:40:05",10
1931,10265,10266,1,1,"2018-06-02 14:00:43",18
1932,10267,10268,1,1,"2018-06-02 14:02:08",10
1933,10271,10270,1,1,"2018-06-02 14:56:35",22
1934,10147,10289,1,1,"2018-06-02 17:31:18",22
1935,10303,10304,1,1,"2018-06-02 18:09:59",22
1936,10336,10337,1,1,"2018-06-02 20:42:17",21
1937,10342,10341,1,1,"2018-06-02 21:16:15",8
1938,10345,10344,1,1,"2018-06-02 21:38:58",8
1939,10346,10347,1,1,"2018-06-02 21:39:32",8
1940,10363,10364,1,1,"2018-06-04 13:54:41",21
1941,10366,10367,1,1,"2018-06-04 14:02:13",10
1942,10370,10369,1,1,"2018-06-04 15:15:56",22
1943,10271,10371,1,1,"2018-06-04 15:58:29",22
1944,10377,10376,1,1,"2018-06-04 17:19:32",11
1945,10394,10395,1,1,"2018-06-04 20:38:49",11
1946,10397,10398,1,1,"2018-06-04 21:34:17",22
1947,10427,10428,1,1,"2018-06-05 14:02:28",10
1948,10454,10455,1,1,"2018-06-05 18:01:08",22
1949,10476,10475,1,1,"2018-06-05 20:18:25",11
1950,10478,10477,1,1,"2018-06-05 20:21:23",11
1951,10481,10216,1,1,"2018-06-05 20:30:49",8
1952,10217,10480,1,1,"2018-06-05 20:30:49",8
1953,10217,10481,1,1,"2018-06-05 20:30:49",8
1954,10486,10485,1,1,"2018-06-05 20:34:51",11
1955,10487,10488,1,1,"2018-06-05 20:41:24",11
1956,10492,10491,1,1,"2018-06-05 21:42:09",8
1957,10501,10500,1,1,"2018-06-06 11:18:19",10
1958,10518,10517,1,1,"2018-06-06 13:09:24",19
1959,10524,10525,1,1,"2018-06-06 13:58:15",10
1960,10526,10527,1,1,"2018-06-06 14:01:07",19
1961,10536,10535,1,1,"2018-06-06 17:36:54",8
1962,10545,10546,1,1,"2018-06-06 18:00:12",8
1963,10377,10556,1,1,"2018-06-06 18:44:10",11
1964,10572,10571,1,1,"2018-06-06 20:32:39",11
1965,10575,10576,1,1,"2018-06-06 20:35:48",11
1966,10581,10580,1,1,"2018-06-06 21:31:35",22
1967,10582,10583,1,1,"2018-06-06 21:33:48",22
1968,10605,10606,1,1,"2018-06-07 13:51:34",10
1969,10608,10607,1,1,"2018-06-07 13:54:48",18
1970,10610,10611,1,1,"2018-06-07 14:03:07",18
1971,10630,10629,1,1,"2018-06-07 17:12:08",18
1972,10478,10635,1,1,"2018-06-07 17:46:05",22
1973,10637,10638,1,1,"2018-06-07 18:00:30",22
1974,10647,10646,1,1,"2018-06-07 18:41:48",8
1975,10661,10662,1,1,"2018-06-07 20:33:21",18
1976,10666,10665,1,1,"2018-06-07 21:17:10",8
1977,10668,10669,1,1,"2018-06-07 21:36:04",8
1978,10680,10679,1,1,"2018-06-08 11:40:23",11
1979,10683,10682,1,1,"2018-06-08 11:53:45",10
1980,10707,10708,1,1,"2018-06-08 14:04:36",11
1981,10709,10710,1,1,"2018-06-08 14:07:02",10
1982,10370,10713,1,1,"2018-06-08 14:38:53",22
1983,10536,10721,1,1,"2018-06-08 17:02:21",22
1984,10732,10733,1,1,"2018-06-08 17:56:52",22
1985,10743,10742,1,1,"2018-06-08 19:00:24",8
1986,10608,10748,1,1,"2018-06-08 19:17:14",8
1987,10476,10753,1,1,"2018-06-08 19:42:02",18
1988,10647,10759,1,1,"2018-06-08 20:27:48",8
1989,10760,10761,1,1,"2018-06-08 20:38:20",18
1990,10766,10765,1,1,"2018-06-08 21:37:32",8
1991,10767,10768,1,1,"2018-06-08 21:40:41",8
1992,10791,10790,1,1,"2018-06-09 13:21:17",10
1993,10792,10793,1,1,"2018-06-09 13:55:22",10
1994,10797,10798,1,1,"2018-06-09 14:03:38",18
1995,10807,10808,1,1,"2018-06-09 17:01:04",22
1996,10830,10829,1,1,"2018-06-09 20:32:05",11
1997,10831,10832,1,1,"2018-06-09 20:33:26",11
1998,10836,10835,1,1,"2018-06-09 21:15:18",8
1999,10838,10837,1,1,"2018-06-09 21:30:06",8
2000,10840,10841,1,1,"2018-06-09 21:36:32",8
2001,10855,10854,1,1,"2018-06-11 12:38:50",10
2002,10865,10866,1,1,"2018-06-11 13:58:37",10
2003,10868,10869,1,1,"2018-06-11 14:05:57",18
2004,10872,10871,1,1,"2018-06-11 14:55:34",8
2005,10883,10884,1,1,"2018-06-11 17:58:23",8
2006,10911,10912,1,1,"2018-06-11 20:35:43",11
2007,10915,10916,1,1,"2018-06-11 21:26:28",22
2008,10924,10923,1,1,"2018-06-12 12:02:59",11
2009,10927,10926,1,1,"2018-06-12 12:06:38",11
2010,10935,10934,1,1,"2018-06-12 12:38:52",10
2011,10946,10947,1,1,"2018-06-12 14:00:32",10
2012,10962,10963,1,1,"2018-06-12 18:05:42",22
2013,10872,10964,1,1,"2018-06-12 18:34:42",8
2014,10985,10984,1,1,"2018-06-12 20:27:37",11
2015,10987,10988,1,1,"2018-06-12 20:38:00",11
2016,10991,10990,1,1,"2018-06-12 21:17:59",8
2017,10994,10995,1,1,"2018-06-12 21:36:07",8
2018,11001,11000,1,1,"2018-06-13 11:24:57",19
2019,11003,11002,1,1,"2018-06-13 11:29:54",19
2020,11010,11009,1,1,"2018-06-13 13:31:31",10
2021,11014,11015,1,1,"2018-06-13 13:56:17",10
2022,11020,11021,1,1,"2018-06-13 14:14:30",19
2023,11032,11031,1,1,"2018-06-13 16:33:28",8
2024,11040,11041,1,1,"2018-06-13 18:00:18",8
2025,11058,11059,1,1,"2018-06-13 20:32:50",11
2026,11061,11060,1,1,"2018-06-13 20:42:16",22
2027,11066,11067,1,1,"2018-06-13 21:33:12",22
2028,11069,11068,1,1,"2018-06-14 10:41:43",18
2029,11071,11070,1,1,"2018-06-14 10:42:43",10
2030,11095,11096,1,1,"2018-06-14 13:58:33",10
2031,11097,11098,1,1,"2018-06-14 14:02:54",18
2032,11107,11106,1,1,"2018-06-14 15:57:52",22
2033,11121,11120,1,1,"2018-06-14 17:21:48",18
2034,11125,11124,1,1,"2018-06-14 17:26:35",22
2035,11135,11136,1,1,"2018-06-14 18:02:44",22
2036,10935,11147,1,1,"2018-06-14 18:40:53",8
2037,11151,11150,1,1,"2018-06-14 18:50:39",8
2038,11159,11158,1,1,"2018-06-14 19:21:27",18
2039,11172,11171,1,1,"2018-06-14 20:04:02",18
2040,11177,11178,1,1,"2018-06-14 20:34:06",18
2041,11181,11180,1,1,"2018-06-14 21:05:38",8
2042,11183,11182,1,1,"2018-06-14 21:23:34",8
2043,11185,11186,1,1,"2018-06-14 21:30:37",8
2044,11193,11192,1,1,"2018-06-15 11:49:11",10
2045,11204,11203,1,1,"2018-06-15 13:23:09",11
2046,11208,11207,1,1,"2018-06-15 14:02:33",10
2047,11211,11212,1,1,"2018-06-15 14:07:18",11
2048,11213,11214,1,1,"2018-06-15 14:07:52",10
2049,11237,11236,1,1,"2018-06-15 17:59:09",18
2050,11241,11240,1,1,"2018-06-15 18:08:43",22
2051,11243,11244,1,1,"2018-06-15 18:17:44",22
2052,11249,11124,1,1,"2018-06-15 19:21:22",8
2053,11125,11248,1,1,"2018-06-15 19:21:22",8
2054,11125,11249,1,1,"2018-06-15 19:21:22",8
2055,11261,11260,1,1,"2018-06-15 19:39:25",18
2056,11275,11274,1,1,"2018-06-15 20:22:15",18
2057,11280,11281,1,1,"2018-06-15 20:32:46",18
2058,11286,11285,1,1,"2018-06-15 20:49:21",8
2059,11288,11287,1,1,"2018-06-15 20:50:39",8
2060,11294,11295,1,1,"2018-06-15 22:02:07",8
2061,11303,11302,1,1,"2018-06-16 12:14:33",10
2062,11181,11313,1,1,"2018-06-16 13:31:05",10
2063,10791,11315,1,1,"2018-06-16 13:34:28",10
2064,11204,11317,1,1,"2018-06-16 13:36:39",18
2065,10927,11319,1,1,"2018-06-16 13:40:53",18
2066,11327,11326,1,1,"2018-06-16 13:54:55",18
2067,11328,11329,1,1,"2018-06-16 14:00:46",10
2068,11331,11332,1,1,"2018-06-16 14:01:25",18
2069,10855,11337,1,1,"2018-06-16 14:36:39",22
2070,11172,11338,1,1,"2018-06-16 15:29:50",22
2071,10924,11344,1,1,"2018-06-16 17:28:47",22
2072,11032,11350,1,1,"2018-06-16 17:57:53",22
2073,11288,11359,1,1,"2018-06-16 18:25:19",22
2074,11361,11360,1,1,"2018-06-16 18:29:08",22
2075,11364,11363,1,1,"2018-06-16 18:35:27",11
2076,11373,11374,1,1,"2018-06-16 19:00:23",22
2077,11382,11106,1,1,"2018-06-16 19:21:07",8
2078,11107,11381,1,1,"2018-06-16 19:21:07",8
2079,11107,11382,1,1,"2018-06-16 19:21:07",8
2080,11389,11192,1,1,"2018-06-16 19:29:04",8
2081,11193,11388,1,1,"2018-06-16 19:29:04",8
2082,11193,11389,1,1,"2018-06-16 19:29:04",8
2083,11392,11009,1,1,"2018-06-16 19:32:07",8
2084,11010,11391,1,1,"2018-06-16 19:32:07",8
2085,11010,11392,1,1,"2018-06-16 19:32:07",8
2086,11396,11207,1,1,"2018-06-16 19:34:07",8
2087,11208,11395,1,1,"2018-06-16 19:34:07",8
2088,11208,11396,1,1,"2018-06-16 19:34:07",8
2089,11400,11260,1,1,"2018-06-16 19:36:05",8
2090,11261,11399,1,1,"2018-06-16 19:36:05",8
2091,11261,11400,1,1,"2018-06-16 19:36:05",8
2092,11241,11402,1,1,"2018-06-16 19:37:05",8
2093,11159,11405,1,1,"2018-06-16 19:38:31",8
2094,11407,11406,1,1,"2018-06-16 19:42:22",11
2095,11001,11409,1,1,"2018-06-16 19:53:03",11
2096,11413,11412,1,1,"2018-06-16 19:58:08",8
2097,11417,11120,1,1,"2018-06-16 20:06:49",11
2098,11121,11416,1,1,"2018-06-16 20:06:49",11
2099,11121,11417,1,1,"2018-06-16 20:06:49",11
2100,11422,11421,1,1,"2018-06-16 20:18:59",8
2101,11428,11427,1,1,"2018-06-16 20:53:51",11
2102,11429,11430,1,1,"2018-06-16 20:54:48",11
2103,11434,11435,1,1,"2018-06-16 22:04:00",8
2104,11439,11438,1,1,"2018-06-16 22:06:06",8
2105,11451,11450,1,1,"2018-06-18 11:58:00",10
2106,11461,11462,1,1,"2018-06-18 13:59:59",10
2107,11464,11465,1,1,"2018-06-18 14:01:11",18
2108,11474,11473,1,1,"2018-06-18 17:04:27",8
2109,11485,11484,1,1,"2018-06-18 17:57:48",8
2110,11487,11486,1,1,"2018-06-18 18:01:54",8
2111,11489,11490,1,1,"2018-06-18 18:05:06",8
2112,11286,11494,1,1,"2018-06-18 18:50:55",22
2113,11498,11360,1,1,"2018-06-18 18:56:15",22
2114,11361,11497,1,1,"2018-06-18 18:56:15",22
2115,11361,11498,1,1,"2018-06-18 18:56:15",22
2116,11502,11501,1,1,"2018-06-18 19:19:55",22
2117,11511,11512,1,1,"2018-06-18 20:28:15",21
2118,11518,11519,1,1,"2018-06-18 21:41:49",22
2119,11529,11528,1,1,"2018-06-19 11:43:09",13
2120,11422,11535,1,1,"2018-06-19 12:00:42",10
2121,11542,11543,1,1,"2018-06-19 13:58:25",10
2122,11485,11558,1,1,"2018-06-19 17:44:54",22
2123,11474,11574,1,1,"2018-06-19 20:22:23",22
2124,11580,11579,1,1,"2018-06-19 21:15:06",11
2125,11581,11582,1,1,"2018-06-19 21:21:09",11
2126,11584,11585,1,1,"2018-06-19 21:32:34",22
2127,11595,11594,1,1,"2018-06-20 11:25:43",10
2128,11597,11596,1,1,"2018-06-20 11:39:40",19
2129,11608,11609,1,1,"2018-06-20 13:59:51",10
2130,11625,11626,1,1,"2018-06-20 18:08:13",8
2131,11632,11633,1,1,"2018-06-20 19:02:15",11
2132,11646,11645,1,1,"2018-06-20 19:23:08",13
2133,11648,11649,1,1,"2018-06-20 19:23:50",11
2134,11487,11651,1,1,"2018-06-20 19:26:46",22
2135,11653,11652,1,1,"2018-06-20 19:29:13",13
2136,11658,11657,1,1,"2018-06-20 20:36:29",11
2137,11671,11670,1,1,"2018-06-20 20:54:30",11
2138,11672,11673,1,1,"2018-06-20 20:55:27",11
2139,11679,11652,1,1,"2018-06-20 21:14:23",22
2140,11653,11678,1,1,"2018-06-20 21:14:23",22
2141,11653,11679,1,1,"2018-06-20 21:14:23",22
2142,11680,11681,1,1,"2018-06-20 21:43:30",22
2143,11688,11687,1,1,"2018-06-21 12:33:08",13
2144,11691,11687,1,1,"2018-06-21 12:37:14",10
2145,11688,11690,1,1,"2018-06-21 12:37:14",10
2146,11688,11691,1,1,"2018-06-21 12:37:14",10
2147,11694,11695,1,1,"2018-06-21 13:58:37",10
2148,11723,11724,1,1,"2018-06-21 18:00:44",22
2149,11741,11740,1,1,"2018-06-21 20:35:33",18
2150,11745,11744,1,1,"2018-06-21 20:39:11",18
2151,11748,11749,1,1,"2018-06-21 20:43:42",18
2152,11753,11752,1,1,"2018-06-21 21:17:45",8
2153,11754,11755,1,1,"2018-06-21 21:29:55",8
2154,11763,11762,1,1,"2018-06-22 11:48:12",10
2155,11658,11774,1,1,"2018-06-22 13:26:11",10
2156,11781,11780,1,1,"2018-06-22 13:50:57",11
2157,11782,11783,1,1,"2018-06-22 13:59:46",11
2158,11784,11785,1,1,"2018-06-22 14:00:08",10
2159,11795,11794,1,1,"2018-06-22 16:55:03",22
2160,11810,11811,1,1,"2018-06-22 18:23:26",22
2161,11830,11831,1,1,"2018-06-22 20:38:32",18
2162,11833,11832,1,1,"2018-06-22 21:15:26",8
2163,11834,11835,1,1,"2018-06-22 21:31:00",8
2164,11844,11843,1,1,"2018-06-23 11:52:24",10
2165,11866,11865,1,1,"2018-06-23 12:54:41",18
2166,11869,11870,1,1,"2018-06-23 13:52:37",10
2167,11871,11872,1,1,"2018-06-23 14:08:13",18
2168,11763,11880,1,1,"2018-06-23 16:18:10",22
2169,11890,11891,1,1,"2018-06-23 18:16:17",22
2170,11897,11896,1,1,"2018-06-23 19:45:32",11
2171,11900,11899,1,1,"2018-06-23 20:06:32",11
2172,11905,11904,1,1,"2018-06-23 20:29:59",11
2173,11907,11908,1,1,"2018-06-23 20:31:47",11
2174,11911,11910,1,1,"2018-06-23 21:30:16",8
2175,11927,11926,1,1,"2018-06-23 21:43:41",8
2176,11930,11931,1,1,"2018-06-23 21:52:42",8
2177,11933,11934,1,1,"2018-06-23 21:52:54",8
2178,11936,11937,1,1,"2018-06-23 21:53:40",8
2179,11948,11947,1,1,"2018-06-25 12:19:55",10
2180,11964,11965,1,1,"2018-06-25 13:58:20",10
2181,11966,11967,1,1,"2018-06-25 14:02:05",18
2182,11977,11794,1,1,"2018-06-25 17:42:39",8
2183,11795,11976,1,1,"2018-06-25 17:42:39",8
2184,11795,11977,1,1,"2018-06-25 17:42:39",8
2185,11978,11979,1,1,"2018-06-25 17:59:46",8
2186,11995,11994,1,1,"2018-06-25 19:52:25",22
2187,11998,11999,1,1,"2018-06-25 20:40:23",11
2188,12001,12002,1,1,"2018-06-25 21:34:27",22
2189,12021,12020,1,1,"2018-06-26 13:31:13",10
2190,12024,12025,1,1,"2018-06-26 14:00:23",10
2191,12049,12048,1,1,"2018-06-26 17:58:25",22
2192,12051,12052,1,1,"2018-06-26 18:03:39",22
2193,12064,12063,1,1,"2018-06-26 19:08:42",11
2194,12073,11994,1,1,"2018-06-26 19:23:27",8
2195,11995,12072,1,1,"2018-06-26 19:23:27",8
2196,11995,12073,1,1,"2018-06-26 19:23:27",8
2197,12080,12079,1,1,"2018-06-26 20:02:54",11
2198,12082,12083,1,1,"2018-06-26 20:30:25",11
2199,12087,12086,1,1,"2018-06-26 21:00:09",8
2200,12090,12089,1,1,"2018-06-26 21:19:23",8
2201,12091,12092,1,1,"2018-06-26 21:30:10",8
2202,12104,12103,1,1,"2018-06-27 11:46:29",10
2203,11948,12105,1,1,"2018-06-27 11:57:12",10
2204,12119,12120,1,1,"2018-06-27 13:59:36",10
2205,12121,12122,1,1,"2018-06-27 14:05:28",19
2206,12127,12126,1,1,"2018-06-27 15:40:53",8
2207,12135,12136,1,1,"2018-06-27 17:59:24",8
2208,12064,12138,1,1,"2018-06-27 18:21:02",22
2209,12049,12140,1,1,"2018-06-27 18:24:13",22
2210,12154,12153,1,1,"2018-06-27 19:35:02",22
2211,12159,12160,1,1,"2018-06-27 20:42:13",11
2212,12164,12163,1,1,"2018-06-27 21:35:44",22
2213,12165,12166,1,1,"2018-06-27 21:39:48",22
2214,12175,12174,1,1,"2018-06-28 12:00:39",18
2215,12193,12194,1,1,"2018-06-28 14:00:39",10
2216,12196,12197,1,1,"2018-06-28 14:05:34",18
2217,12104,12227,1,1,"2018-06-28 18:46:58",22
2218,12021,12232,1,1,"2018-06-28 19:32:07",22
2219,12154,12234,1,1,"2018-06-28 19:46:51",22
2220,12249,12250,1,1,"2018-06-28 20:46:03",18
2221,12127,12252,1,1,"2018-06-28 21:41:27",22
2222,12253,12254,1,1,"2018-06-28 21:43:19",22
2223,12271,12272,1,1,"2018-06-29 13:56:25",10
2224,12275,12276,1,1,"2018-06-29 14:01:16",18
2225,12285,12284,1,1,"2018-06-29 17:57:59",22
2226,12292,12293,1,1,"2018-06-29 18:12:18",22
2227,12297,12296,1,1,"2018-06-29 18:28:36",8
2228,12308,12307,1,1,"2018-06-29 20:17:52",11
2229,12309,12310,1,1,"2018-06-29 20:34:01",11
2230,12320,12321,1,1,"2018-06-29 21:41:44",8
2231,12323,12324,1,1,"2018-06-29 21:42:11",8
2232,12326,12327,1,1,"2018-06-29 21:42:25",8
2233,12330,12329,1,1,"2018-06-30 11:44:29",10
2234,12343,12344,1,1,"2018-06-30 14:08:06",18
2235,12361,12360,1,1,"2018-06-30 17:58:02",10
2236,12365,12366,1,1,"2018-06-30 18:08:45",10
2237,12368,12367,1,1,"2018-06-30 18:13:17",8
2238,12374,12373,1,1,"2018-06-30 18:42:56",8
2239,12383,12382,1,1,"2018-06-30 20:06:43",11
2240,12394,12393,1,1,"2018-06-30 20:38:16",11
2241,12397,12398,1,1,"2018-06-30 20:45:43",11
2242,12401,12400,1,1,"2018-06-30 21:16:06",8
2243,12411,12410,1,1,"2018-06-30 21:43:38",8
2244,12412,12413,1,1,"2018-06-30 21:51:18",8
2245,12435,12436,1,1,"2018-07-02 13:55:39",10
2246,12437,12438,1,1,"2018-07-02 14:03:27",18
2247,12441,12442,1,1,"2018-07-02 14:05:22",18
2248,12374,12456,1,1,"2018-07-02 17:51:05",8
2249,12285,12457,1,1,"2018-07-02 17:51:43",8
2250,12461,12462,1,1,"2018-07-02 18:01:32",8
2251,12473,12472,1,1,"2018-07-02 19:33:34",11
2252,12478,12477,1,1,"2018-07-02 19:36:04",11
2253,12489,12490,1,1,"2018-07-02 20:33:14",11
2254,12493,12494,1,1,"2018-07-02 21:23:20",10
2255,12509,12508,1,1,"2018-07-03 13:10:25",10
2256,12520,11843,1,1,"2018-07-03 16:57:21",10
2257,11844,12519,1,1,"2018-07-03 16:57:21",10
2258,11844,12520,1,1,"2018-07-03 16:57:21",10
2259,12532,12531,1,1,"2018-07-03 17:47:40",10
2260,12533,12534,1,1,"2018-07-03 17:54:47",10
2261,12542,12541,1,1,"2018-07-03 18:43:14",8
2262,12478,12556,1,1,"2018-07-03 18:59:08",8
2263,12566,12565,1,1,"2018-07-03 19:47:43",11
2264,12569,12568,1,1,"2018-07-03 19:50:25",11
2265,12573,12572,1,1,"2018-07-03 20:08:27",11
2266,12576,12577,1,1,"2018-07-03 20:32:05",11
2267,12582,12581,1,1,"2018-07-03 21:15:30",8
2268,12583,12584,1,1,"2018-07-03 21:29:15",8
2269,12593,12592,1,1,"2018-07-04 11:25:55",10
2270,12613,12612,1,1,"2018-07-04 13:34:05",10
2271,12616,12617,1,1,"2018-07-04 13:59:20",10
2272,12619,12620,1,1,"2018-07-04 14:09:43",19
2273,12638,12508,1,1,"2018-07-04 17:37:19",8
2274,12509,12637,1,1,"2018-07-04 17:37:19",8
2275,12509,12638,1,1,"2018-07-04 17:37:19",8
2276,12639,12640,1,1,"2018-07-04 17:57:48",8
2277,12642,12641,1,1,"2018-07-04 19:12:25",10
2278,12644,12643,1,1,"2018-07-04 19:13:41",10
2279,12657,12656,1,1,"2018-07-04 19:22:12",11
2280,12542,12660,1,1,"2018-07-04 19:24:24",10
2281,12664,12663,1,1,"2018-07-04 19:30:39",11
2282,12674,12673,1,1,"2018-07-04 20:16:41",11
2283,12676,12677,1,1,"2018-07-04 20:33:06",11
2284,12679,12680,1,1,"2018-07-04 20:34:41",11
2285,12682,12683,1,1,"2018-07-04 20:34:59",11
2286,12688,12687,1,1,"2018-07-04 21:17:11",10
2287,12689,12690,1,1,"2018-07-04 21:30:14",10
2288,12569,12698,1,1,"2018-07-05 12:30:01",10
2289,12566,12700,1,1,"2018-07-05 12:30:58",10
2290,12722,12723,1,1,"2018-07-05 14:07:47",18
2291,12741,12742,1,1,"2018-07-05 17:52:08",10
2292,12748,12641,1,1,"2018-07-05 18:22:51",8
2293,12642,12747,1,1,"2018-07-05 18:22:51",8
2294,12642,12748,1,1,"2018-07-05 18:22:51",8
2295,12657,12749,1,1,"2018-07-05 18:29:20",8
2296,12764,12531,1,1,"2018-07-05 19:29:39",8
2297,12532,12763,1,1,"2018-07-05 19:29:39",8
2298,12532,12764,1,1,"2018-07-05 19:29:39",8
2299,12770,12612,1,1,"2018-07-05 19:37:19",8
2300,12613,12769,1,1,"2018-07-05 19:37:19",8
2301,12613,12770,1,1,"2018-07-05 19:37:19",8
2302,12777,12776,1,1,"2018-07-05 20:15:26",8
2303,12779,12778,1,1,"2018-07-05 20:17:25",8
2304,12783,12784,1,1,"2018-07-05 20:31:32",18
2305,12791,12790,1,1,"2018-07-05 21:12:53",8
2306,12793,12792,1,1,"2018-07-05 21:14:59",8
2307,12795,12796,1,1,"2018-07-05 21:42:46",8
2308,12809,12808,1,1,"2018-07-06 11:24:28",10
2309,12829,12830,1,1,"2018-07-06 14:11:41",11
2310,12839,12838,1,1,"2018-07-06 15:47:14",10
2311,12844,12643,1,1,"2018-07-06 15:53:44",10
2312,12644,12843,1,1,"2018-07-06 15:53:44",10
2313,12644,12844,1,1,"2018-07-06 15:53:44",10
2314,12847,12848,1,1,"2018-07-06 16:14:44",10
2315,12862,12863,1,1,"2018-07-06 17:47:08",10
2316,12876,12875,1,1,"2018-07-06 18:28:28",8
2317,12779,12879,1,1,"2018-07-06 18:46:35",8
2318,12791,12895,1,1,"2018-07-06 19:55:25",8
2319,12903,12904,1,1,"2018-07-06 20:42:01",18
2320,12911,12912,1,1,"2018-07-06 21:29:26",8
2321,12928,12929,1,1,"2018-07-10 11:37:28",11
2322,12664,12943,1,1,"2018-07-10 12:18:44",11
2323,12952,12953,1,1,"2018-07-10 14:07:43",11
2324,12960,12959,1,1,"2018-07-10 16:16:53",10
2325,12963,12962,1,1,"2018-07-10 17:32:28",18
2326,12966,12965,1,1,"2018-07-10 17:33:37",18
2327,12971,12972,1,1,"2018-07-10 18:12:47",10
2328,12986,12985,1,1,"2018-07-10 19:39:50",18
2329,12991,12992,1,1,"2018-07-10 20:33:26",18
2330,12994,12993,1,1,"2018-07-10 21:26:24",8
2331,12996,12997,1,1,"2018-07-10 21:31:45",8
2332,13005,13004,1,1,"2018-07-11 11:59:14",19
2333,13020,13021,1,1,"2018-07-11 13:57:36",19
2334,13022,13023,1,1,"2018-07-11 14:30:17",8
2335,13037,13038,1,1,"2018-07-11 17:59:16",8
2336,13062,13063,1,1,"2018-07-11 20:46:33",11
2337,13066,13067,1,1,"2018-07-11 20:47:01",11
2338,13070,13071,1,1,"2018-07-11 20:47:16",11
2339,13074,13075,1,1,"2018-07-11 21:25:54",10
2340,13077,13076,1,1,"2018-07-12 10:45:09",10
2341,12777,13088,1,1,"2018-07-12 13:18:10",10
2342,12986,13090,1,1,"2018-07-12 13:19:54",10
2343,13092,13091,1,1,"2018-07-12 13:24:31",10
2344,13100,13101,1,1,"2018-07-12 14:03:01",18
2345,12963,13103,1,1,"2018-07-12 15:14:17",10
2346,13108,13109,1,1,"2018-07-12 16:08:14",10
2347,13124,12838,1,1,"2018-07-12 17:30:47",10
2348,12839,13123,1,1,"2018-07-12 17:30:47",10
2349,12839,13124,1,1,"2018-07-12 17:30:47",10
2350,13129,13128,1,1,"2018-07-12 17:42:42",10
2351,13129,13133,1,1,"2018-07-12 17:45:39",10
2352,13134,13135,1,1,"2018-07-12 17:56:36",10
2353,13148,13147,1,1,"2018-07-12 20:25:02",18
2354,13159,13158,1,1,"2018-07-12 20:59:55",18
2355,13161,13160,1,1,"2018-07-12 21:04:22",18
2356,13162,13163,1,1,"2018-07-12 21:08:12",18
2357,13166,13165,1,1,"2018-07-12 21:20:08",8
2358,13169,13170,1,1,"2018-07-12 21:27:37",8
2359,13173,13174,1,1,"2018-07-12 21:28:20",8
2360,13184,13183,1,1,"2018-07-13 10:54:44",11
2361,13191,13190,1,1,"2018-07-13 13:37:46",11
2362,13193,13194,1,1,"2018-07-13 14:01:02",11
2363,12960,13212,1,1,"2018-07-13 17:05:15",10
2364,13219,13220,1,1,"2018-07-13 17:57:14",10
2365,13223,13222,1,1,"2018-07-13 18:01:09",18
2366,12966,13235,1,1,"2018-07-13 19:20:26",18
2367,13184,13248,1,1,"2018-07-13 20:16:42",8
2368,13092,13249,1,1,"2018-07-13 20:20:33",8
2369,13253,13254,1,1,"2018-07-13 20:33:12",18
2370,13259,13258,1,1,"2018-07-13 21:05:28",8
2371,13263,13262,1,1,"2018-07-13 21:40:38",8
2372,13264,13265,1,1,"2018-07-13 21:49:14",8
2373,13273,13272,1,1,"2018-07-14 12:12:56",10
2374,13275,13274,1,1,"2018-07-14 12:17:08",10
2375,13277,13276,1,1,"2018-07-14 12:19:51",10
2376,13159,13289,1,1,"2018-07-14 13:35:38",18
2377,13292,13293,1,1,"2018-07-14 14:03:14",18
2378,13259,13307,1,1,"2018-07-14 17:25:17",10
2379,13311,13310,1,1,"2018-07-14 17:48:34",11
2380,13313,13314,1,1,"2018-07-14 17:55:28",10
2381,13326,13222,1,1,"2018-07-14 18:43:42",8
2382,13223,13325,1,1,"2018-07-14 18:43:42",8
2383,13223,13326,1,1,"2018-07-14 18:43:42",8
2384,13334,13333,1,1,"2018-07-14 19:27:53",8
2385,13343,13342,1,1,"2018-07-14 20:50:39",11
2386,13344,13345,1,1,"2018-07-14 20:51:27",11
2387,13347,13348,1,1,"2018-07-14 20:51:42",11
2388,13353,13352,1,1,"2018-07-14 21:21:07",8
2389,13367,13366,1,1,"2018-07-14 21:53:03",8
2390,13369,13370,1,1,"2018-07-14 21:55:36",8
2391,13380,13310,1,1,"2018-07-16 12:34:57",10
2392,13311,13379,1,1,"2018-07-16 12:34:57",10
2393,13311,13380,1,1,"2018-07-16 12:34:57",10
2394,13393,13394,1,1,"2018-07-16 14:00:10",10
2395,13395,13396,1,1,"2018-07-16 14:02:29",18
2396,13275,13403,1,1,"2018-07-16 17:17:36",8
2397,13407,13408,1,1,"2018-07-16 18:02:09",8
