"id";"empresa_id";"usuario_apertura_id";"fecha_apertura";"importe_apertura";"apertura_sugerido";"comentario_apertura";"is_pintar_apertura";"usuario_cierre_id";"fecha_cierre";"importe_cierre";"cierre_sugerido";"visa";"is_pintar_visa";"traslado";"deposito";"is_pintar_deposito";"comentario_cierre";"is_pintar_cierre";"estado";"usuario_creacion";"fecha_creacion"
23;5;11;"2018-01-12 14:16:27";152.5;152.5;"";0;11;"2018-01-12 21:36:21";152.5;262.5;10.0;1;110.0;0.0;0;"10(visa) solo + 1 Brownie S/5.00. Efectivo total: S/105.00";0;1;11;"2018-01-12 14:16:27"
24;5;12;"2018-01-13 10:12:53";152.5;152.5;"152.50 exacto";0;12;"2018-01-13 13:59:52";152.5;152.5;0.0;0;0.0;0.0;0;"Hice total 30 asoels no habia stock";0;1;12;"2018-01-13 10:12:53"
25;5;11;"2018-01-13 14:06:23";152.5;152.5;"";0;11;"2018-01-13 21:06:45";152.5;152.5;0.0;0;115.0;0.0;0;"no ingresé todo por la promoción :( ";0;1;11;"2018-01-13 14:06:23"
26;5;12;"2018-01-15 13:00:15";152.5;152.5;":) aperture tarde porque hubo mucha gente";0;12;"2018-01-15 14:03:20";227.5;227.5;30.0;1;0.0;0.0;0;"no tienen precio y no hay stock. 34 EN FECTIVO Y 30 EN VISA. CAJA CHICA 152.50";0;1;12;"2018-01-15 13:00:15"
27;5;11;"2018-01-15 14:06:47";152.5;227.5;"Solo es S/.152.50 de caja chica";1;11;"2018-01-15 21:37:22";152.5;152.5;0.0;0;170.0;0.0;0;"Efectivo total S/200 y Visa S/87.00";0;1;11;"2018-01-15 14:06:47"
28;5;12;"2018-01-16 10:47:12";152.5;152.5;"";0;12;"2018-01-16 14:10:02";152.5;152.5;0.0;0;15.0;0.0;0;"sigue sin haber inventario
";0;1;12;"2018-01-16 10:47:12"
29;5;11;"2018-01-16 14:27:08";152.5;152.5;"";0;11;"2018-01-16 22:04:38";152.5;372.5;68.5;1;220.0;0.0;0;"Total del turno son S/299.00 y Visa S/68.50";0;1;11;"2018-01-16 14:27:08"
30;3;8;"2018-01-16 18:08:00";160.0;210.0;"se pago pintor S/. 50.00";1;8;"2018-01-16 21:54:09";215.0;215.0;0.0;0;0.0;0.0;0;"";0;1;8;"2018-01-16 18:08:00"
31;3;8;"2018-01-16 21:56:13";160.0;215.0;"menos 50 soles del pintor";1;8;"2018-01-16 21:56:25";160.0;160.0;0.0;0;0.0;0.0;0;"";0;1;8;"2018-01-16 21:56:13"
32;5;12;"2018-01-17 10:23:05";152.5;152.5;"Hay 152.50";0;12;"2018-01-17 14:06:27";152.5;152.5;0.0;0;27.0;0.0;0;"En total hice 123.50 no hay inventario para hacer venta rapida de bebidas :/";0;1;12;"2018-01-17 10:23:05"
33;5;11;"2018-01-17 14:11:54";152.5;152.5;"";0;11;"2018-01-17 21:38:10";152.5;302.5;30.5;1;150.0;0.0;0;"Total de venta en efectivo fue S/.165.00 y en visa fueron S/.30.50";0;1;11;"2018-01-17 14:11:54"
34;3;8;"2018-01-17 18:24:06";160.0;160.0;"";0;8;"2018-01-17 21:40:37";160.0;160.0;0.0;0;20.0;0.0;0;"Caja s/. 160.00 ";0;1;8;"2018-01-17 18:24:06"
35;5;11;"2018-01-18 10:16:04";152.5;152.5;"";0;11;"2018-01-18 18:08:20";152.5;152.5;0.0;0;80.5;0.0;0;"";0;1;11;"2018-01-18 10:16:04"
36;3;10;"2018-01-18 12:23:30";160.0;160.0;"Todo ok";0;10;"2018-01-18 18:09:27";160.0;160.0;0.0;0;73.0;0.0;0;"";0;1;10;"2018-01-18 12:23:30"
37;3;8;"2018-01-18 18:16:26";160.0;160.0;"";0;8;"2018-01-18 18:32:01";160.0;160.0;0.0;0;0.0;0.0;0;"";0;1;8;"2018-01-18 18:16:26"
38;3;8;"2018-01-18 18:36:56";160.0;160.0;"";0;8;"2018-01-18 21:37:10";160.0;160.0;0.0;0;56.0;0.0;0;"";0;1;8;"2018-01-18 18:36:56"
39;5;12;"2018-01-18 18:51:23";152.5;152.5;"Completo!";0;12;"2018-01-18 21:30:23";152.5;152.5;0.0;0;75.0;0.0;0;"";0;1;12;"2018-01-18 18:51:23"
40;5;12;"2018-01-19 10:09:22";152.5;152.5;"Completoo";0;12;"2018-01-19 13:56:43";152.5;152.5;0.0;0;25.0;0.0;0;"exacto";0;1;12;"2018-01-19 10:09:22"
41;3;10;"2018-01-19 11:21:53";160.0;160.0;"";0;10;"2018-01-19 17:50:32";160.0;160.0;0.0;0;155.0;0.0;0;"";0;1;10;"2018-01-19 11:21:53"
42;3;10;"2018-01-19 17:52:17";160.0;160.0;"";0;10;"2018-01-19 17:54:18";160.0;160.0;0.0;0;0.0;0.0;0;"";0;1;10;"2018-01-19 17:52:17"
43;3;8;"2018-01-19 18:16:09";160.0;160.0;"";0;8;"2018-01-19 21:29:07";160.0;160.0;0.0;0;80.0;0.0;0;"";0;1;8;"2018-01-19 18:16:09"
44;3;10;"2018-01-22 11:35:44";160.0;160.0;"";0;10;"2018-01-22 17:59:39";160.0;160.0;0.0;0;110.0;0.0;0;"";0;1;10;"2018-01-22 11:35:44"
45;5;12;"2018-01-22 11:51:17";152.5;152.5;"New week!";0;12;"2018-01-22 13:58:39";152.5;152.5;0.0;0;30.0;0.0;0;"Hice 30 soles mas de un adelanto de pers. de 6 no lo pude ingresar :/";0;1;12;"2018-01-22 11:51:17"
46;5;11;"2018-01-22 14:13:58";152.5;152.5;"";0;11;"2018-01-22 21:35:02";152.5;254.5;21.5;1;102.0;0.0;0;"En total son S/.227.50 y S/.21.50 de Visa";0;1;11;"2018-01-22 14:13:58"
47;3;8;"2018-01-22 18:04:46";160.0;160.0;"";0;8;"2018-01-22 18:05:36";160.0;160.0;0.0;0;0.0;0.0;0;"";0;1;8;"2018-01-22 18:04:46"
48;3;8;"2018-01-22 18:06:53";160.0;160.0;"";0;8;"2018-01-22 21:45:52";160.0;160.0;0.0;0;20.0;0.0;0;"";0;1;8;"2018-01-22 18:06:53"
49;5;11;"2018-01-23 11:08:54";152.5;152.5;"";0;11;"2018-01-23 18:06:32";152.5;238.5;20.0;1;86.0;0.0;0;"";0;1;11;"2018-01-23 11:08:54"
50;3;10;"2018-01-23 11:34:52";160.0;160.0;"";0;10;"2018-01-23 17:54:32";160.0;160.0;0.0;0;90.0;0.0;0;"";0;1;10;"2018-01-23 11:34:52"
51;3;8;"2018-01-23 17:59:14";160.0;160.0;"";0;8;"2018-01-23 21:32:51";160.0;160.0;0.0;0;100.0;0.0;0;"";0;1;8;"2018-01-23 17:59:14"
52;5;12;"2018-01-23 19:04:47";152.5;152.5;"completo";0;12;"2018-01-23 21:28:50";152.5;152.5;0.0;0;64.0;0.0;0;"En total hice 101.50 efectivo y 50 de visa(no hay pers. de 6)";0;1;12;"2018-01-23 19:04:47"
53;5;12;"2018-01-24 10:12:39";152.5;152.5;"COMPLETO";0;12;"2018-01-24 13:56:14";152.5;152.5;0.0;0;17.0;0.0;0;"";0;1;12;"2018-01-24 10:12:39"
54;5;11;"2018-01-24 14:06:36";152.5;152.5;"";0;11;"2018-01-24 21:30:18";152.5;152.5;0.0;0;64.5;0.0;0;"Faltan ventas";0;1;11;"2018-01-24 14:06:36"
55;3;10;"2018-01-24 14:09:56";160.0;160.0;"";0;10;"2018-01-24 18:26:17";160.0;160.0;0.0;0;293.5;0.0;0;"";0;1;10;"2018-01-24 14:09:56"
56;3;8;"2018-01-24 18:40:08";160.0;160.0;"";0;8;"2018-01-24 21:46:35";160.0;160.0;0.0;0;155.5;0.0;0;"";0;1;8;"2018-01-24 18:40:08"
57;5;12;"2018-01-25 10:26:13";152.5;152.5;"";0;12;"2018-01-25 13:49:16";152.5;152.5;0.0;0;40.0;0.0;0;"Falta 5 soles de promo de frozen + cup. en total hice 45 soles";0;1;12;"2018-01-25 10:26:13"
58;3;10;"2018-01-25 11:31:21";160.0;160.0;"";0;10;"2018-01-25 18:03:24";160.0;160.0;0.0;0;186.0;0.0;0;"";0;1;10;"2018-01-25 11:31:21"
59;5;11;"2018-01-25 14:31:04";152.5;152.5;"";0;11;"2018-01-25 21:38:19";152.5;152.5;0.0;0;74.5;0.0;0;"";0;1;11;"2018-01-25 14:31:04"
60;3;8;"2018-01-25 18:15:26";160.0;160.0;"";0;8;"2018-01-25 21:37:37";160.0;160.0;0.0;0;143.5;0.0;0;"";0;1;8;"2018-01-25 18:15:26"
61;5;12;"2018-01-26 10:19:39";152.5;152.5;"completee";0;12;"2018-01-26 13:54:36";152.5;152.5;0.0;0;10.0;0.0;0;"";0;1;12;"2018-01-26 10:19:39"
62;3;10;"2018-01-26 11:02:31";160.0;160.0;"";0;10;"2018-01-26 17:52:27";160.0;160.0;0.0;0;130.0;0.0;0;"";0;1;10;"2018-01-26 11:02:31"
63;5;11;"2018-01-26 14:12:31";152.5;152.5;"";0;11;"2018-01-26 21:58:45";152.5;262.5;10.0;1;110.0;0.0;0;"";0;1;11;"2018-01-26 14:12:31"
