"id";"empresa_id";"usuario_apertura_id";"fecha_apertura";"importe_apertura";"apertura_sugerido";"comentario_apertura";"is_pintar_apertura";"usuario_cierre_id";"fecha_cierre";"importe_cierre";"cierre_sugerido";"visa";"is_pintar_visa";"traslado";"deposito";"is_pintar_deposito";"comentario_cierre";"is_pintar_cierre";"estado";"usuario_creacion";"fecha_creacion"
64;3;8;"2018-01-26 18:02:22";160.0;160.0;"";0;8;"2018-01-26 21:38:55";160.0;160.0;0.0;0;135.0;0.0;0;"";0;1;8;"2018-01-26 18:02:22"
65;3;10;"2018-01-27 10:09:52";160.0;160.0;"";0;10;"2018-01-27 17:51:34";160.0;160.0;0.0;0;95.0;0.0;0;"";0;1;10;"2018-01-27 10:09:52"
66;5;12;"2018-01-27 10:23:08";152.5;152.5;":D";0;12;"2018-01-27 14:01:32";152.5;152.5;0.0;0;19.5;0.0;0;"";0;1;12;"2018-01-27 10:23:08"
67;5;11;"2018-01-27 14:20:39";152.5;152.5;"";0;11;"2018-01-27 21:41:24";152.5;152.5;0.0;0;0.0;0.0;0;"";0;1;11;"2018-01-27 14:20:39"
68;3;8;"2018-01-27 18:00:38";160.0;160.0;"";0;8;"2018-01-27 21:33:45";160.0;160.0;0.0;0;110.0;0.0;0;"";0;1;8;"2018-01-27 18:00:38"
69;5;12;"2018-01-29 10:20:42";152.5;152.5;"";0;12;"2018-01-29 13:55:15";152.5;152.5;0.0;0;0.0;0.0;0;"";0;1;12;"2018-01-29 10:20:42"
70;3;10;"2018-01-29 11:58:30";160.0;160.0;"";0;10;"2018-01-30 10:20:17";160.0;160.0;0.0;0;0.0;0.0;0;"";0;1;10;"2018-01-29 11:58:30"
71;5;12;"2018-01-30 11:22:50";152.5;152.5;"";0;12;"2018-01-30 14:02:35";152.5;152.5;0.0;0;65.0;0.0;0;"Falto ingresar un mocca grande frappé(10 soles) porque no había stock de leche evaporada";0;1;12;"2018-01-30 11:22:50"
72;3;10;"2018-01-30 11:58:50";160.0;160.0;"";0;10;"2018-01-30 17:53:18";160.0;160.0;0.0;0;70.0;0.0;0;"";0;1;10;"2018-01-30 11:58:50"
73;5;11;"2018-01-30 14:06:46";152.5;152.5;"";0;11;"2018-01-30 21:36:29";334.5;334.5;0.0;0;0.0;0.0;0;"";0;1;11;"2018-01-30 14:06:46"
74;3;8;"2018-01-30 18:03:10";160.0;160.0;"";0;8;"2018-01-30 21:34:59";160.0;315.0;10.0;1;155.0;0.0;0;"";0;1;8;"2018-01-30 18:03:10"
75;5;12;"2018-01-31 11:07:33";152.5;334.5;"Mfer no hizo su traslado!";1;12;"2018-01-31 14:00:27";152.5;152.5;0.0;0;5.0;0.0;0;"";0;1;12;"2018-01-31 11:07:33"
76;5;11;"2018-01-31 14:04:52";152.5;152.5;"";0;11;"2018-01-31 20:55:51";152.5;152.5;0.0;0;30.5;0.0;0;"No se puede ingresar ventas porque falta inventario. Por favor agregar bien los cupcakes y las bebidas.";0;1;11;"2018-01-31 14:04:52"
77;5;12;"2018-02-01 11:01:18";152.5;152.5;"completo caja chica";0;12;"2018-02-01 13:57:15";152.5;152.5;0.0;0;18.5;0.0;0;"En total hice 49.50";0;1;12;"2018-02-01 11:01:18"
78;3;10;"2018-02-01 11:33:31";160.0;160.0;"";0;10;"2018-02-01 17:51:59";160.0;160.0;0.0;0;266.0;0.0;0;"";0;1;10;"2018-02-01 11:33:31"
79;5;11;"2018-02-01 14:43:09";152.5;152.5;"";0;11;"2018-02-01 21:22:18";152.5;152.5;0.0;0;212.5;0.0;0;"Total fue de S/.272.00";0;1;11;"2018-02-01 14:43:09"
80;3;8;"2018-02-01 18:24:37";160.0;160.0;"";0;8;"2018-02-01 22:00:05";160.0;160.0;0.0;0;162.5;0.0;0;"";0;1;8;"2018-02-01 18:24:37"
81;5;12;"2018-02-02 10:54:43";152.5;152.5;"";0;12;"2018-02-02 14:05:35";152.5;152.5;0.0;0;113.0;0.0;0;"falta un sol del adicional de chispas de chocolate del frap de oreo";0;1;12;"2018-02-02 10:54:43"
82;3;10;"2018-02-02 11:21:37";160.0;160.0;"";0;10;"2018-02-02 17:57:57";160.0;160.0;0.0;0;145.0;0.0;0;"";0;1;10;"2018-02-02 11:21:37"
83;5;11;"2018-02-02 14:14:25";152.5;152.5;"";0;11;"2018-02-02 21:31:15";152.5;152.5;0.0;0;167.5;0.0;0;"Faltan S/.10.00 de un mocca frapp grande Total: S/177.50";0;1;11;"2018-02-02 14:14:25"
84;3;8;"2018-02-02 18:04:13";160.0;160.0;"";0;8;"2018-02-02 21:54:37";160.0;160.0;0.0;0;165.0;0.0;0;"";0;1;8;"2018-02-02 18:04:13"
85;5;12;"2018-02-03 11:53:37";152.5;152.5;"";0;12;"2018-02-03 14:00:45";152.5;152.5;0.0;0;109.5;0.0;0;"";0;1;12;"2018-02-03 11:53:37"
86;3;10;"2018-02-03 12:18:15";160.0;160.0;"";0;10;"2018-02-03 17:59:18";160.0;160.0;0.0;0;335.0;0.0;0;"";0;1;10;"2018-02-03 12:18:15"
87;5;11;"2018-02-03 14:07:42";152.5;152.5;"";0;11;"2018-02-03 21:45:08";152.5;287.5;20.0;1;135.0;0.0;0;"";0;1;11;"2018-02-03 14:07:42"
88;3;8;"2018-02-03 18:03:30";160.0;160.0;"";0;8;"2018-02-03 22:07:20";160.0;160.0;0.0;0;150.0;0.0;0;"";0;1;8;"2018-02-03 18:03:30"
89;3;10;"2018-02-05 11:52:04";160.0;160.0;"";0;10;"2018-02-05 17:58:46";160.0;160.0;0.0;0;395.0;0.0;0;"";0;1;10;"2018-02-05 11:52:04"
90;5;12;"2018-02-05 11:55:58";152.5;152.5;"";0;12;"2018-02-05 14:08:59";152.5;308.5;30.0;1;156.0;0.0;0;"";0;1;12;"2018-02-05 11:55:58"
91;5;11;"2018-02-05 14:09:57";152.5;152.5;"";0;11;"2018-02-05 21:33:39";152.5;439.5;35.0;1;287.0;0.0;0;"Total en efectivo: S/258.00 Visa: S/35.00";0;1;11;"2018-02-05 14:09:57"
92;3;8;"2018-02-05 18:03:05";160.0;160.0;"";0;8;"2018-02-05 21:39:35";160.0;420.0;80.0;1;260.0;0.0;0;"";0;1;8;"2018-02-05 18:03:05"
93;5;12;"2018-02-06 11:47:46";152.5;152.5;"";0;12;"2018-02-06 13:58:33";152.5;152.5;0.0;0;25.5;0.0;0;"Falta un brownie(sale 0 soles). Total: 30.50 soles";0;1;12;"2018-02-06 11:47:46"
94;3;10;"2018-02-06 12:31:50";160.0;160.0;"";0;10;"2018-02-06 12:35:02";160.0;160.0;0.0;0;0.0;0.0;0;"";0;1;10;"2018-02-06 12:31:50"
95;3;10;"2018-02-06 12:36:58";160.0;160.0;"";0;10;"2018-02-06 17:52:21";160.0;160.0;0.0;0;152.5;0.0;0;"";0;1;10;"2018-02-06 12:36:58"
96;5;11;"2018-02-06 14:05:09";152.5;152.5;"";0;11;"2018-02-06 21:43:28";152.5;426.5;168.5;1;274.0;50.0;0;"Algo salió mal, en físico me sale más. Total de S/211.50 en efectivo y S/168.50 en visa";0;1;11;"2018-02-06 14:05:09"
97;3;8;"2018-02-06 18:03:45";160.0;160.0;"";0;8;"2018-02-06 21:30:52";160.0;326.0;25.0;1;166.0;0.0;0;"";0;1;8;"2018-02-06 18:03:45"
98;3;10;"2018-02-07 11:45:35";160.0;160.0;"";0;10;"2018-02-07 18:02:07";160.0;160.0;0.0;0;206.0;0.0;0;"";0;1;10;"2018-02-07 11:45:35"
99;5;11;"2018-02-07 15:18:02";152.5;152.5;"";0;11;"2018-02-07 21:47:28";508.5;508.5;18.5;1;0.0;0.0;0;"Pasé 1 Happy hour demás es de 2 vainilla. Faltó 2 frappé, med de V. Oreo y grande Cookie";0;1;11;"2018-02-07 15:18:02"
100;3;8;"2018-02-07 18:14:24";160.0;160.0;"";0;8;"2018-02-07 21:43:30";160.0;332.0;124.0;1;172.0;0.0;0;"";0;1;8;"2018-02-07 18:14:24"
101;3;10;"2018-02-08 11:29:58";160.0;160.0;"";0;10;"2018-02-08 18:02:01";160.0;160.0;0.0;0;146.0;0.0;0;"";0;1;10;"2018-02-08 11:29:58"
102;5;12;"2018-02-08 11:57:00";152.5;508.5;"Falto decontar el dinero a mfer";1;12;"2018-02-08 14:20:40";152.5;152.5;0.0;0;45.5;0.0;0;"falta agregar un pack de 3";0;1;12;"2018-02-08 11:57:00"
103;5;11;"2018-02-08 14:26:14";152.5;152.5;"";0;11;"2018-02-08 21:36:59";152.5;444.5;32.0;1;292.0;0.0;0;"";0;1;11;"2018-02-08 14:26:14"
104;3;8;"2018-02-08 18:14:10";160.0;160.0;"";0;8;"2018-02-08 21:57:52";160.0;344.0;69.5;1;184.0;0.0;0;"";0;1;8;"2018-02-08 18:14:10"
105;3;10;"2018-02-09 10:12:22";160.0;160.0;"";0;10;"2018-02-09 18:10:02";160.0;160.0;0.0;0;171.0;0.0;0;"";0;1;10;"2018-02-09 10:12:22"
106;5;12;"2018-02-09 10:16:43";152.5;152.5;"";0;12;"2018-02-09 13:59:36";152.5;152.5;0.0;0;25.0;0.0;0;"No pude ingresar un pack de 6 porque salia que faltaba agregar un producto";0;1;12;"2018-02-09 10:16:43"
107;5;11;"2018-02-09 14:15:38";152.5;152.5;"";0;11;"2018-02-09 21:34:21";152.5;251.5;40.0;1;99.0;0.0;0;"Faltó agregar un pack de Ricadonna S/75.00";0;1;11;"2018-02-09 14:15:38"
108;3;8;"2018-02-09 18:43:21";160.0;160.0;"";0;8;"2018-02-09 21:39:16";160.0;307.0;125.0;1;147.0;0.0;0;"";0;1;8;"2018-02-09 18:43:21"
109;5;11;"2018-02-09 21:35:14";152.5;152.5;"";0;11;"2018-02-09 21:35:57";152.5;152.5;0.0;0;0.0;0.0;0;"";0;1;11;"2018-02-09 21:35:14"
110;3;10;"2018-02-10 10:40:44";160.0;160.0;"";0;10;"2018-02-10 18:00:57";160.0;160.0;0.0;0;260.0;0.0;0;"";0;1;10;"2018-02-10 10:40:44"
111;5;12;"2018-02-10 11:58:25";152.5;152.5;"complete";0;12;"2018-02-10 14:09:52";152.5;152.5;0.0;0;60.5;0.0;0;"";0;1;12;"2018-02-10 11:58:25"
112;5;11;"2018-02-10 14:18:44";152.5;152.5;"";0;11;"2018-02-10 21:30:28";152.5;152.5;65.0;0;176.0;0.0;0;"";0;1;11;"2018-02-10 14:18:44"
113;3;8;"2018-02-10 18:08:39";160.0;160.0;"";0;8;"2018-02-10 21:43:08";160.0;160.0;0.0;0;172.0;0.0;0;"";0;1;8;"2018-02-10 18:08:39"
114;3;10;"2018-02-12 10:50:26";160.0;160.0;"";0;10;"2018-02-12 18:34:59";980.0;980.0;0.0;0;0.0;0.0;0;"";0;1;10;"2018-02-12 10:50:26"
115;5;12;"2018-02-12 11:30:33";152.5;152.5;"";0;12;"2018-02-12 14:09:55";152.5;152.5;0.0;0;55.0;0.0;0;"";0;1;12;"2018-02-12 11:30:33"
116;5;11;"2018-02-12 14:11:18";152.5;152.5;"";0;11;"2018-02-12 21:38:08";152.5;152.5;0.0;0;0.0;0.0;0;"";0;1;11;"2018-02-12 14:11:18"
117;3;8;"2018-02-12 18:58:57";980.0;980.0;"";0;8;"2018-02-12 18:59:30";980.0;980.0;0.0;0;0.0;0.0;0;"";0;1;8;"2018-02-12 18:58:57"
118;3;8;"2018-02-12 19:07:08";160.0;980.0;"";1;8;"2018-02-12 22:09:53";600.0;1390.0;193.5;1;1230.0;0.0;0;"visa 193.50
ventas 600 ";1;1;8;"2018-02-12 19:07:08"
119;3;10;"2018-02-13 10:04:56";160.0;600.0;"SE APERTURÓ CON EFECTIVO CAJA CHICA S/600";1;10;"2018-02-13 18:05:13";160.0;160.0;0.0;0;286.0;0.0;0;"";0;1;10;"2018-02-13 10:04:56"
120;5;12;"2018-02-13 11:54:22";152.5;152.5;"";0;12;"2018-02-13 14:06:05";152.5;152.5;0.0;0;40.0;0.0;0;"";0;1;12;"2018-02-13 11:54:22"
121;3;10;"2018-02-13 18:11:07";160.0;160.0;"";0;8;"2018-02-13 22:00:10";160.0;160.0;0.0;0;315.0;0.0;0;"";0;1;10;"2018-02-13 18:11:07"
122;3;8;"2018-02-14 22:10:34";160.0;160.0;"";0;8;"2018-02-14 22:12:33";160.0;160.0;0.0;0;0.0;0.0;0;"";0;1;8;"2018-02-14 22:10:34"
123;3;10;"2018-02-15 11:03:09";160.0;160.0;"";0;10;"2018-02-15 17:55:20";160.0;160.0;0.0;0;210.0;0.0;0;"";0;1;10;"2018-02-15 11:03:09"
124;5;12;"2018-02-15 11:43:43";152.5;152.5;"";0;12;"2018-02-15 14:03:22";152.5;152.5;0.0;0;0.0;0.0;0;"";0;1;12;"2018-02-15 11:43:43"
125;5;11;"2018-02-15 14:23:07";152.5;152.5;"";0;11;"2018-02-15 21:38:32";152.5;152.5;0.0;0;47.5;0.0;0;"";0;1;11;"2018-02-15 14:23:07"
126;3;8;"2018-02-15 18:29:38";260.0;160.0;"MAS 100 SOLES QUE MANDO MARIE EN SENCILLO.  TOTAL 260 DE CAJA CHICA.";1;8;"2018-02-15 21:29:18";260.0;260.0;0.0;0;226.0;0.0;0;"";0;1;8;"2018-02-15 18:29:38"
127;3;10;"2018-02-16 10:20:57";260.0;260.0;"";0;10;"2018-02-16 17:53:57";260.0;260.0;0.0;0;130.0;0.0;0;"";0;1;10;"2018-02-16 10:20:57"
128;3;8;"2018-02-16 18:02:49";260.0;260.0;"";0;8;"2018-02-16 21:30:39";260.0;260.0;0.0;0;123.5;0.0;0;"";0;1;8;"2018-02-16 18:02:49"
129;3;10;"2018-02-17 10:20:39";260.0;260.0;"";0;10;"2018-02-17 17:53:38";260.0;260.0;0.0;0;111.0;0.0;0;"";0;1;10;"2018-02-17 10:20:39"
130;3;8;"2018-02-17 18:02:54";260.0;260.0;"";0;8;"2018-02-17 21:27:43";260.0;260.0;0.0;0;150.0;0.0;0;"";0;1;8;"2018-02-17 18:02:54"
131;5;12;"2018-02-17 19:35:19";152.5;152.5;"";0;12;"2018-02-17 21:04:13";152.5;152.5;0.0;0;46.0;0.0;0;"";0;1;12;"2018-02-17 19:35:19"
132;3;8;"2018-02-17 21:27:59";260.0;260.0;"";0;8;"2018-02-17 21:30:32";260.0;260.0;0.0;0;0.0;0.0;0;"";0;1;8;"2018-02-17 21:27:59"
133;3;10;"2018-02-19 10:29:39";260.0;260.0;"";0;10;"2018-02-19 17:57:34";260.0;260.0;0.0;0;260.0;0.0;0;"";0;1;10;"2018-02-19 10:29:39"
134;5;12;"2018-02-19 11:39:42";152.5;152.5;"";0;12;"2018-02-19 14:25:04";152.5;152.5;0.0;0;135.0;70.0;0;"";0;1;12;"2018-02-19 11:39:42"
135;3;8;"2018-02-19 18:06:05";260.0;260.0;"";0;8;"2018-02-19 21:30:00";260.0;260.0;0.0;0;145.5;0.0;0;"";0;1;8;"2018-02-19 18:06:05"
136;3;10;"2018-02-20 10:21:30";260.0;260.0;"";0;10;"2018-02-20 18:04:01";260.0;260.0;0.0;0;297.5;0.0;0;"";0;1;10;"2018-02-20 10:21:30"
137;5;12;"2018-02-20 11:43:42";152.5;152.5;"";0;12;"2018-02-20 14:08:03";152.5;152.5;0.0;0;20.0;0.0;0;"No pude pasar un pack de 6
";0;1;12;"2018-02-20 11:43:42"
138;3;8;"2018-02-20 18:07:56";260.0;260.0;"";0;8;"2018-02-20 21:32:23";260.0;403.5;64.0;1;143.5;0.0;0;"";0;1;8;"2018-02-20 18:07:56"
139;5;13;"2018-02-20 19:02:59";152.5;152.5;"pasare el pack de 6 ";0;13;"2018-02-20 21:48:14";152.5;471.0;34.0;1;318.5;0.0;0;"";0;1;13;"2018-02-20 19:02:59"
140;3;10;"2018-02-21 10:17:48";260.0;260.0;"";0;10;"2018-02-21 17:54:18";260.0;260.0;0.0;0;217.0;0.0;0;"";0;1;10;"2018-02-21 10:17:48"
141;5;12;"2018-02-21 11:48:22";152.5;152.5;"";0;12;"2018-02-21 14:08:15";152.5;152.5;0.0;0;0.0;0.0;0;"Vendi 2 promos de frap med + ice. La promo no se podia ingresar :(";0;1;12;"2018-02-21 11:48:22"
142;3;8;"2018-02-21 18:08:35";260.0;260.0;"";0;8;"2018-02-21 21:26:28";260.0;260.0;0.0;0;158.0;0.0;0;"";0;1;8;"2018-02-21 18:08:35"
143;5;13;"2018-02-21 18:34:10";152.5;152.5;"";0;13;"2018-02-21 21:31:50";152.5;152.5;0.0;0;224.0;0.0;0;"";0;1;13;"2018-02-21 18:34:10"
144;3;10;"2018-02-22 10:16:04";260.0;260.0;"";0;10;"2018-02-22 18:02:13";260.0;260.0;0.0;0;50.5;0.0;0;"";0;1;10;"2018-02-22 10:16:04"
145;3;8;"2018-02-22 18:14:28";260.0;260.0;"";0;8;"2018-02-22 21:51:13";260.0;260.0;0.0;0;119.0;0.0;0;"";0;1;8;"2018-02-22 18:14:28"
146;3;10;"2018-02-23 11:45:03";260.0;260.0;"";0;10;"2018-02-23 17:52:12";260.0;260.0;0.0;0;226.0;0.0;0;"";0;1;10;"2018-02-23 11:45:03"
147;5;12;"2018-02-23 12:46:07";152.5;152.5;"";0;12;"2018-02-23 14:19:02";152.5;152.5;20.0;0;158.5;0.0;0;"";0;1;12;"2018-02-23 12:46:07"
148;3;8;"2018-02-23 17:57:14";260.0;260.0;"";0;8;"2018-02-23 21:28:12";260.0;260.0;0.0;0;172.0;0.0;0;"";0;1;8;"2018-02-23 17:57:14"
149;5;13;"2018-02-23 19:18:57";152.5;152.5;"";0;13;"2018-02-23 20:48:50";152.5;152.5;10.0;0;203.5;0.0;0;"";0;1;13;"2018-02-23 19:18:57"
150;5;13;"2018-02-24 10:11:15";152.5;152.5;"";0;13;"2018-02-24 14:10:01";152.5;152.5;10.0;0;42.5;0.0;0;"";0;1;13;"2018-02-24 10:11:15"
151;3;10;"2018-02-24 10:15:29";260.0;260.0;"";0;10;"2018-02-24 18:09:43";260.0;260.0;0.0;0;143.0;0.0;0;"";0;1;10;"2018-02-24 10:15:29"
152;3;8;"2018-02-24 18:11:55";260.0;260.0;"";0;8;"2018-02-24 21:38:45";260.0;364.5;32.0;1;104.5;0.0;0;"";0;1;8;"2018-02-24 18:11:55"
153;3;8;"2018-02-24 22:01:58";260.0;260.0;"";0;8;"2018-02-24 22:04:15";260.0;260.0;0.0;0;0.0;0.0;0;"";0;1;8;"2018-02-24 22:01:58"
154;3;10;"2018-02-26 10:16:33";260.0;260.0;"";0;10;"2018-02-26 17:56:52";260.0;570.0;24.5;1;310.0;0.0;0;"";0;1;10;"2018-02-26 10:16:33"
155;5;12;"2018-02-26 12:02:03";152.5;152.5;"";0;12;"2018-02-26 14:26:54";152.5;152.5;0.0;0;55.0;0.0;0;"";0;1;12;"2018-02-26 12:02:03"
156;5;11;"2018-02-26 14:41:28";152.5;152.5;"";0;11;"2018-02-26 21:41:06";152.5;152.5;0.0;0;98.0;0.0;0;"";0;1;11;"2018-02-26 14:41:28"
157;3;8;"2018-02-26 18:01:45";260.0;260.0;"";0;8;"2018-02-26 21:32:57";260.0;301.0;44.5;1;41.0;0.0;0;"";0;1;8;"2018-02-26 18:01:45"
158;3;10;"2018-02-27 10:15:28";260.0;260.0;"";0;10;"2018-02-27 17:52:55";260.0;260.0;40.0;0;125.0;0.0;0;"";0;1;10;"2018-02-27 10:15:28"
159;5;12;"2018-02-27 10:20:37";152.5;152.5;"";0;12;"2018-02-27 14:10:06";152.5;152.5;0.0;0;60.0;0.0;0;"";0;1;12;"2018-02-27 10:20:37"
160;5;11;"2018-02-27 14:31:26";152.5;152.5;"";0;11;"2018-02-27 21:41:35";152.5;152.5;30.0;0;132.0;0.0;0;"";0;1;11;"2018-02-27 14:31:26"
161;3;8;"2018-02-27 17:55:47";260.0;260.0;"";0;8;"2018-02-27 21:34:53";260.0;371.5;162.5;1;111.5;0.0;0;"";0;1;8;"2018-02-27 17:55:47"
162;3;10;"2018-02-28 10:17:24";260.0;260.0;"";0;10;"2018-02-28 13:45:36";260.0;260.0;40.0;0;112.0;0.0;0;"";0;1;10;"2018-02-28 10:17:24"
163;5;12;"2018-02-28 10:40:56";152.5;152.5;"";0;12;"2018-02-28 15:21:51";152.5;152.5;0.0;0;75.0;75.0;0;"";0;1;12;"2018-02-28 10:40:56"
164;3;10;"2018-02-28 13:54:38";260.0;260.0;"";0;10;"2018-02-28 13:56:58";260.0;260.0;0.0;0;0.0;0.0;0;"";0;1;10;"2018-02-28 13:54:38"
165;3;10;"2018-02-28 13:58:13";260.0;260.0;"";0;10;"2018-02-28 14:03:21";260.0;260.0;0.0;0;0.0;0.0;0;"";0;1;10;"2018-02-28 13:58:13"
166;3;10;"2018-02-28 14:04:20";260.0;260.0;"";0;10;"2018-02-28 18:06:34";260.0;260.0;75.0;0;43.0;0.0;0;"";0;1;10;"2018-02-28 14:04:20"
167;5;11;"2018-02-28 15:23:45";152.5;152.5;"";0;11;"2018-02-28 21:29:47";152.5;152.5;35.5;0;142.0;0.0;0;"";0;1;11;"2018-02-28 15:23:45"
168;3;8;"2018-02-28 18:09:33";260.0;260.0;"";0;8;"2018-02-28 21:36:20";260.0;260.0;47.0;0;326.5;0.0;0;"";0;1;8;"2018-02-28 18:09:33"
169;3;10;"2018-03-01 10:19:39";260.0;260.0;"";0;10;"2018-03-01 13:56:06";260.0;260.0;0.0;0;70.5;0.0;0;"";0;1;10;"2018-03-01 10:19:39"
170;3;10;"2018-03-01 13:59:22";260.0;260.0;"";0;10;"2018-03-01 18:22:11";260.0;260.0;25.0;0;208.5;0.0;0;"";0;1;10;"2018-03-01 13:59:22"
171;3;8;"2018-03-01 18:39:10";260.0;260.0;"";0;8;"2018-03-01 22:15:57";260.0;260.0;0.0;0;259.0;0.0;0;"";0;1;8;"2018-03-01 18:39:10"
172;3;10;"2018-03-02 10:17:05";260.0;260.0;"";0;10;"2018-03-02 14:11:21";260.0;260.0;49.5;0;2.0;0.0;0;"";0;1;10;"2018-03-02 10:17:05"
173;5;12;"2018-03-02 11:55:20";152.5;152.5;"";0;12;"2018-03-02 14:05:18";152.5;152.5;86.0;0;38.0;0.0;0;"";0;1;12;"2018-03-02 11:55:20"
174;5;11;"2018-03-02 14:40:40";152.5;152.5;"";0;11;"2018-03-02 20:46:48";152.5;152.5;30.0;0;250.0;0.0;0;"";0;1;11;"2018-03-02 14:40:40"
175;3;14;"2018-03-02 15:13:26";260.0;260.0;"";0;14;"2018-03-02 18:18:59";260.0;260.0;80.0;0;219.0;0.0;0;"";0;1;14;"2018-03-02 15:13:26"
176;3;8;"2018-03-02 18:33:11";260.0;260.0;"";0;8;"2018-03-02 21:29:47";260.0;260.0;0.0;0;164.0;0.0;0;"VISA 10.00";0;1;8;"2018-03-02 18:33:11"
177;3;10;"2018-03-03 10:22:58";260.0;260.0;"";0;10;"2018-03-03 14:01:24";260.0;260.0;35.0;0;33.5;0.0;0;"";0;1;10;"2018-03-03 10:22:58"
178;5;12;"2018-03-03 10:27:06";152.5;152.5;"";0;12;"2018-03-03 14:37:32";152.5;152.5;10.0;0;27.5;0.0;0;"";0;1;12;"2018-03-03 10:27:06"
179;3;14;"2018-03-03 14:04:45";260.0;260.0;"";0;14;"2018-03-03 18:00:48";343.5;343.5;40.0;0;0.0;0.0;0;"";0;1;14;"2018-03-03 14:04:45"
180;5;11;"2018-03-03 14:40:35";152.5;152.5;"";0;11;"2018-03-03 20:51:11";152.5;152.5;45.0;0;123.5;0.0;0;"";0;1;11;"2018-03-03 14:40:35"
181;3;8;"2018-03-03 18:05:53";343.5;343.5;"";0;8;"2018-03-03 21:30:56";260.0;260.0;40.5;0;208.5;0.0;0;"";0;1;8;"2018-03-03 18:05:53"
182;3;8;"2018-03-03 21:38:31";260.0;260.0;"";0;8;"2018-03-03 21:40:43";260.0;260.0;0.0;0;0.0;0.0;0;"";0;1;8;"2018-03-03 21:38:31"
183;3;10;"2018-03-05 10:21:05";260.0;260.0;"";0;10;"2018-03-05 14:01:12";260.0;260.0;0.0;0;89.5;0.0;0;"";0;1;10;"2018-03-05 10:21:05"
184;5;12;"2018-03-05 11:36:32";152.5;152.5;"";0;12;"2018-03-05 13:54:15";152.5;152.5;0.0;0;30.5;0.0;0;"FALTO INGRESAR DOS PACKS DE 3 NO HABIA STOCK DE TAPAS";0;1;12;"2018-03-05 11:36:32"
185;3;14;"2018-03-05 14:21:30";260.0;260.0;"";0;14;"2018-03-05 18:02:14";260.0;260.0;0.0;0;160.0;0.0;0;"";0;1;14;"2018-03-05 14:21:30"
186;5;11;"2018-03-05 17:07:05";152.5;152.5;"";0;11;"2018-03-05 20:32:49";152.5;152.5;10.0;0;165.0;0.0;0;"";0;1;11;"2018-03-05 17:07:05"
187;3;8;"2018-03-05 18:07:26";260.0;260.0;"";0;8;"2018-03-05 21:35:20";260.0;260.0;50.0;0;354.0;0.0;0;"";0;1;8;"2018-03-05 18:07:26"
188;3;8;"2018-03-06 10:30:22";260.0;260.0;"";0;8;"2018-03-06 14:03:28";260.0;260.0;0.0;0;182.0;0.0;0;"";0;1;8;"2018-03-06 10:30:22"
189;5;13;"2018-03-06 13:55:16";152.5;152.5;"";0;13;"2018-03-06 13:55:29";152.5;152.5;0.0;0;0.0;0.0;0;"";0;1;13;"2018-03-06 13:55:16"
190;3;14;"2018-03-06 14:08:44";260.0;260.0;"";0;14;"2018-03-06 18:57:12";260.0;260.0;0.0;0;125.0;0.0;0;"";0;1;14;"2018-03-06 14:08:44"
191;5;11;"2018-03-06 16:25:39";152.5;152.5;"";0;11;"2018-03-06 20:34:39";152.5;152.5;25.0;0;206.0;0.0;0;"";0;1;11;"2018-03-06 16:25:39"
192;3;10;"2018-03-06 19:06:00";260.0;260.0;"";0;10;"2018-03-06 21:39:25";260.0;260.0;0.0;0;228.0;0.0;0;"";0;1;10;"2018-03-06 19:06:00"
193;3;10;"2018-03-07 10:25:30";260.0;260.0;"";0;10;"2018-03-07 14:01:32";260.0;260.0;17.0;0;36.5;0.0;0;"";0;1;10;"2018-03-07 10:25:30"
194;5;12;"2018-03-07 10:25:51";152.5;152.5;"";0;12;"2018-03-07 14:02:10";152.5;152.5;0.0;0;43.5;0.0;0;"";0;1;12;"2018-03-07 10:25:51"
195;3;14;"2018-03-07 14:17:44";260.0;260.0;"";0;14;"2018-03-07 18:15:54";260.0;260.0;17.0;0;390.5;0.0;0;"";0;1;14;"2018-03-07 14:17:44"
196;5;11;"2018-03-07 16:39:39";152.5;152.5;"";0;11;"2018-03-07 20:47:25";152.5;152.5;11.0;0;139.5;0.0;0;"";0;1;11;"2018-03-07 16:39:39"
197;3;8;"2018-03-07 18:30:05";260.0;260.0;"";0;8;"2018-03-07 21:38:47";260.0;260.0;64.0;0;197.0;0.0;0;"";0;1;8;"2018-03-07 18:30:05"
198;3;10;"2018-03-08 10:17:29";260.0;260.0;"";0;10;"2018-03-08 14:09:39";260.0;490.0;69.0;1;230.0;0.0;0;"";0;1;10;"2018-03-08 10:17:29"
199;5;12;"2018-03-08 10:45:25";152.5;152.5;"";0;12;"2018-03-08 14:16:44";152.5;152.5;112.0;0;152.5;0.0;0;"";0;1;12;"2018-03-08 10:45:25"
200;3;14;"2018-03-08 14:38:57";260.0;260.0;"";0;14;"2018-03-08 18:40:50";631.0;631.0;62.5;0;0.0;0.0;0;"";0;1;14;"2018-03-08 14:38:57"
201;5;11;"2018-03-08 16:42:58";152.5;152.5;"";0;11;"2018-03-08 20:48:01";152.5;152.5;25.0;0;161.5;32.0;0;"";0;1;11;"2018-03-08 16:42:58"
202;3;8;"2018-03-08 18:57:34";260.0;631.0;"caja 260.00";1;8;"2018-03-08 21:42:23";260.0;260.0;90.0;0;145.0;0.0;0;"";0;1;8;"2018-03-08 18:57:34"
